timestamp,station,rainfall_mm,source
2026-09-01 09:26:45,ITABAL8,0.0,weather
2026-09-01T09:27,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-01T09:26,VP OB 1 SIS,0.0,meteobot
2026-09-01T09:27,PITSTOP AMBON SIS,0.0,meteobot
2026-09-01T09:28,CSA BONTANG SIS,0.0,meteobot
2026-09-01 14:31:43,ITABAL8,0.0,weather
2026-09-01T14:32,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-01T14:31,VP OB 1 SIS,0.0,meteobot
2026-09-01T14:32,PITSTOP AMBON SIS,0.0,meteobot
2026-09-01T14:33,CSA BONTANG SIS,0.0,meteobot
2026-09-01 19:57:34,ITABAL8,0.0,weather
2026-09-01T19:58,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-01T19:57,VP OB 1 SIS,0.0,meteobot
2026-09-01T19:58,PITSTOP AMBON SIS,0.0,meteobot
2026-09-01T19:58,CSA BONTANG SIS,0.0,meteobot
2026-09-02 00:08:20,ITABAL8,0.0,weather
2026-09-01T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-01T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-01T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-01T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-02 03:22:05,ITABAL8,0.0,weather
2026-09-01T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-01T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-01T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-01T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-02 05:51:44,ITABAL8,0.0,weather
2026-09-01T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-01T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-01T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-01T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-02 07:35:33,ITABAL8,0.0,weather
2026-09-01T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-01T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-01T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-01T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-02 09:21:08,ITABAL8,0.0,weather
2026-09-02T09:22,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-02T09:20,VP OB 1 SIS,0.0,meteobot
2026-09-02T09:21,PITSTOP AMBON SIS,0.0,meteobot
2026-09-02T09:22,CSA BONTANG SIS,0.0,meteobot
2026-09-02 13:56:58,ITABAL8,0.0,weather
2026-09-02T13:58,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-02T13:56,VP OB 1 SIS,0.0,meteobot
2026-09-02T13:57,PITSTOP AMBON SIS,0.0,meteobot
2026-09-02T13:58,CSA BONTANG SIS,0.0,meteobot
2026-09-02 18:39:02,ITABAL8,0.0,weather
2026-09-02T18:40,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-02T18:38,VP OB 1 SIS,0.0,meteobot
2026-09-02T18:39,PITSTOP AMBON SIS,0.0,meteobot
2026-09-02T18:40,CSA BONTANG SIS,0.0,meteobot
2026-09-02 22:41:21,ITABAL8,0.0,weather
2026-09-02T22:42,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-02T22:41,VP OB 1 SIS,0.0,meteobot
2026-09-02T22:42,PITSTOP AMBON SIS,0.0,meteobot
2026-09-02T22:42,CSA BONTANG SIS,0.0,meteobot
2026-09-03 02:04:01,ITABAL8,0.0,weather
2026-09-02T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-02T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-02T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-02T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-03 04:57:55,ITABAL8,0.0,weather
2026-09-02T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-02T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-02T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-02T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-03 07:01:49,ITABAL8,0.0,weather
2026-09-02T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-02T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-02T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-02T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-03 09:03:56,ITABAL8,0.0,weather
2026-09-03T09:05,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-03T09:03,VP OB 1 SIS,0.0,meteobot
2026-09-03T09:04,PITSTOP AMBON SIS,0.0,meteobot
2026-09-03T09:05,CSA BONTANG SIS,0.0,meteobot
2026-09-03 13:41:11,ITABAL8,0.0,weather
2026-09-03T13:42,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-03T13:40,VP OB 1 SIS,0.0,meteobot
2026-09-03T13:41,PITSTOP AMBON SIS,0.0,meteobot
2026-09-03T13:42,CSA BONTANG SIS,0.0,meteobot
2026-09-03 18:04:47,ITABAL8,0.0,weather
2026-09-03T18:06,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-03T18:04,VP OB 1 SIS,0.0,meteobot
2026-09-03T18:05,PITSTOP AMBON SIS,0.0,meteobot
2026-09-03T18:06,CSA BONTANG SIS,0.0,meteobot
2026-09-03 22:26:30,ITABAL8,0.0,weather
2026-09-03T22:25,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-03T22:23,VP OB 1 SIS,0.0,meteobot
2026-09-03T22:24,PITSTOP AMBON SIS,0.0,meteobot
2026-09-03T22:25,CSA BONTANG SIS,0.0,meteobot
2026-09-04 01:56:33,ITABAL8,0.0,weather
2026-09-03T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-03T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-03T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-03T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-04 04:27:59,ITABAL8,0.0,weather
2026-09-03T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-03T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-03T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-03T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-04 06:43:56,ITABAL8,0.0,weather
2026-09-03T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-03T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-03T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-03T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-04 08:26:13,ITABAL8,0.0,weather
2026-09-04T08:27,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-04T08:25,VP OB 1 SIS,0.0,meteobot
2026-09-04T08:27,PITSTOP AMBON SIS,0.0,meteobot
2026-09-04T08:27,CSA BONTANG SIS,0.0,meteobot
2026-09-04 12:53:18,ITABAL8,0.0,weather
2026-09-04T12:54,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-04T12:53,VP OB 1 SIS,0.0,meteobot
2026-09-04T12:54,PITSTOP AMBON SIS,0.0,meteobot
2026-09-04T12:54,CSA BONTANG SIS,0.0,meteobot
2026-09-04 17:09:43,ITABAL8,0.0,weather
2026-09-04T17:10,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-04T17:09,VP OB 1 SIS,0.0,meteobot
2026-09-04T17:10,PITSTOP AMBON SIS,0.0,meteobot
2026-09-04T17:11,CSA BONTANG SIS,0.0,meteobot
2026-09-04 21:30:12,ITABAL8,0.0,weather
2026-09-04T21:31,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-04T21:29,VP OB 1 SIS,0.0,meteobot
2026-09-04T21:31,PITSTOP AMBON SIS,0.0,meteobot
2026-09-04T21:31,CSA BONTANG SIS,0.0,meteobot
2026-09-05 00:59:22,ITABAL8,0.0,weather
2026-09-04T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-04T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-04T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-04T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-05 03:21:14,ITABAL8,0.0,weather
2026-09-04T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-04T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-04T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-04T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-05 05:34:22,ITABAL8,0.0,weather
2026-09-04T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-04T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-04T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-04T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-05 07:14:48,ITABAL8,0.0,weather
2026-09-04T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-04T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-04T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-04T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-05 08:59:35,ITABAL8,0.0,weather
2026-09-05T09:00,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-05T08:59,VP OB 1 SIS,0.0,meteobot
2026-09-05T09:00,PITSTOP AMBON SIS,0.0,meteobot
2026-09-05T09:01,CSA BONTANG SIS,0.0,meteobot
2026-09-05 13:27:57,ITABAL8,0.0,weather
2026-09-05T13:29,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-05T13:27,VP OB 1 SIS,0.0,meteobot
2026-09-05T13:28,PITSTOP AMBON SIS,0.0,meteobot
2026-09-05T13:29,CSA BONTANG SIS,0.0,meteobot
2026-09-05 17:13:21,ITABAL8,0.0,weather
2026-09-05T17:14,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-05T17:13,VP OB 1 SIS,0.0,meteobot
2026-09-05T17:14,PITSTOP AMBON SIS,0.0,meteobot
2026-09-05T17:14,CSA BONTANG SIS,0.0,meteobot
2026-09-05 20:43:44,ITABAL8,0.0,weather
2026-09-05T20:45,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-05T20:43,VP OB 1 SIS,0.0,meteobot
2026-09-05T20:44,PITSTOP AMBON SIS,0.0,meteobot
2026-09-05T20:45,CSA BONTANG SIS,0.0,meteobot
2026-09-05 23:34:56,ITABAL8,0.0,weather
2026-09-05T23:36,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-05T23:34,VP OB 1 SIS,0.0,meteobot
2026-09-05T23:35,PITSTOP AMBON SIS,0.0,meteobot
2026-09-05T23:36,CSA BONTANG SIS,0.0,meteobot
2026-09-06 01:33:28,ITABAL8,0.0,weather
2026-09-05T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-05T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-05T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-05T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-06 03:24:08,ITABAL8,0.0,weather
2026-09-05T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-05T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-05T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-05T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-06 05:25:14,ITABAL8,0.0,weather
2026-09-05T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-05T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-05T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-05T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-06 07:04:05,ITABAL8,0.0,weather
2026-09-05T23:59,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-05T23:59,VP OB 1 SIS,0.0,meteobot
2026-09-05T23:59,PITSTOP AMBON SIS,0.0,meteobot
2026-09-05T23:59,CSA BONTANG SIS,0.0,meteobot
2026-09-06 08:50:16,ITABAL8,0.0,weather
2026-09-06T08:51,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-06T08:49,VP OB 1 SIS,0.0,meteobot
2026-09-06T08:51,PITSTOP AMBON SIS,0.0,meteobot
2026-09-06T08:51,CSA BONTANG SIS,0.0,meteobot
2026-09-06 13:09:50,ITABAL8,0.0,weather
2026-09-06T13:11,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-06T13:09,VP OB 1 SIS,0.0,meteobot
2026-09-06T13:10,PITSTOP AMBON SIS,0.0,meteobot
2026-09-06T13:09,CSA BONTANG SIS,0.0,meteobot
2026-09-06 17:24:09,ITABAL8,0.0,weather
2026-09-06T17:25,VP SABANG TIMUR SIS,0.0,meteobot
2026-09-06T17:23,VP OB 1 SIS,0.0,meteobot
2026-09-06T17:24,PITSTOP AMBON SIS,0.0,meteobot
